5020.0 172.5 172.5 172.5 0.118 6.54 0.00  6.91  6.18
5020.0 172.5 86.25 86.25 0.118 6.54 0.00  6.91  6.18
5020.0 172.5 345.0 345.0 0.118 6.54 0.00  6.91  6.18
6000.0 172.5 172.5 172.5 0.118 11.2 0.00 11.78 10.66
6000.0 172.5 86.25 86.25 0.118 11.2 0.00 11.78 10.66
6000.0 172.5 345.0 345.0 0.118 11.2 0.00 11.78 10.66
7000.0 172.5 172.5 172.5 0.118 17.1 0.00 17.91 16.34
7000.0 172.5 86.25 86.25 0.118 17.1 0.00 17.91 16.34
7000.0 172.5 345.0 345.0 0.118 17.1 0.00 17.91 16.34
8000.0 172.5 172.5 172.5 0.118 24.4 0.00 25.48 23.37
8000.0 172.5 86.25 86.25 0.118 24.4 0.00 25.48 23.37
8000.0 172.5 345.0 345.0 0.118 24.4 0.00 25.48 23.37
9000.0 172.5 172.5 172.5 0.118 33.1 0.00 34.46 31.80
9000.0 172.5 86.25 86.25 0.118 33.1 0.00 34.46 31.80
9000.0 172.5 345.0 345.0 0.118 33.1 0.00 34.46 31.80
10000.0 172.5 172.5 172.5 0.118 43.0 0.00 44.78 41.34
10000.0 172.5 86.25 86.25 0.118 43.0 0.00 44.78 41.34
10000.0 172.5 345.0 345.0 0.118 43.0 0.00 44.78 41.34
11000.0 172.5 172.5 172.5 0.118 53.9 0.00 56.04 51.82
11000.0 172.5 86.25 86.25 0.118 53.9 0.00 56.04 51.82
11000.0 172.5 345.0 345.0 0.118 53.9 0.00 56.04 51.82
12000.0 172.5 172.5 172.5 0.118 66.0 0.00 68.48 63.58
12000.0 172.5 86.25 86.25 0.118 66.0 0.00 68.48 63.58
12000.0 172.5 345.0 345.0 0.118 66.0 0.00 68.48 63.58
13000.0 172.5 172.5 172.5 0.118 79.3 0.00 82.21 76.46
13000.0 172.5 86.25 86.25 0.118 79.3 0.00 82.21 76.46
13000.0 172.5 345.0 345.0 0.118 79.3 0.00 82.21 76.46
13600.0 172.5 172.5 172.5 0.118 87.9 0.00 91.02 84.84
13600.0 172.5 86.25 86.25 0.118 87.9 0.00 91.02 84.84
13600.0 172.5 345.0 345.0 0.118 87.9 0.00 91.02 84.84
14000.0 172.5 172.5 172.5 0.118 93.8 0.00 97.13 90.54
14000.0 172.5 86.25 86.25 0.118 93.8 0.00 97.13 90.54
14000.0 172.5 345.0 345.0 0.118 93.8 0.00 97.13 90.54
